Amostra,Rotacao,Pressao Oleo,Pressao Combustivel,Pressao Arrefecimento,Temperatura Oleo,Temperatura Arrefecimento,Condicao Motor
9182,485,1.97,3.30,1.72,74.45,83.88,0
9183,414,2.96,9.78,2.70,75.19,70.87,1
9184,878,3.46,6.72,2.67,75.25,80.65,1
9185,533,1.98,6.49,5.95,76.68,88.99,1
9186,767,3.53,4.49,1.56,76.24,81.40,0
9187,704,3.63,6.21,2.09,78.01,82.77,1
9188,638,5.08,5.13,2.23,78.19,74.50,0
9189,1088,4.84,4.99,1.47,79.38,86.78,0
9190,1004,3.09,11.21,1.09,76.88,68.22,1
9191,1379,3.33,2.98,3.16,77.86,80.23,0
9192,936,3.31,4.68,0.85,77.71,66.78,1
9193,520,2.16,4.43,3.06,77.64,81.22,1
9194,1359,4.17,9.38,5.72,85.75,89.29,0
9195,771,3.53,6.83,1.89,82.93,76.59,1
9196,818,5.40,6.13,3.32,77.21,69.53,0
9197,717,3.03,7.10,1.95,75.69,81.91,0
9198,659,2.29,4.76,1.63,74.89,72.11,0
9199,897,3.55,8.12,2.81,77.17,78.31,1
9200,1060,2.81,6.86,1.32,84.64,77.68,0
9201,727,3.47,8.37,4.16,77.37,87.41,1
9202,576,3.72,5.45,1.30,77.22,77.36,0
9203,779,3.51,6.94,2.33,77.36,76.61,1
9204,766,5.01,6.40,2.76,75.85,77.04,1
9205,825,4.15,7.03,1.29,78.42,79.15,1
9206,717,2.22,8.82,1.91,82.91,73.12,1
9207,1583,2.30,5.82,4.27,76.40,77.11,0
9208,505,2.90,6.25,1.89,75.79,79.51,1
9209,771,3.92,5.14,5.59,85.76,69.28,1
9210,699,2.18,3.90,2.79,75.24,77.21,1
9211,894,2.37,5.14,1.37,74.55,82.83,1
9212,629,4.50,12.61,1.59,74.04,80.82,1
9213,562,2.35,9.59,2.48,76.59,80.43,0
9214,648,2.00,5.45,1.86,74.35,85.53,0
9215,692,2.85,7.52,3.89,76.12,76.14,1
9216,845,3.32,5.20,3.26,76.38,72.81,1
9217,2172,2.50,6.49,1.78,77.49,87.57,1
9218,594,4.73,2.44,1.34,75.56,74.19,1
9219,773,2.12,5.81,1.53,77.81,79.17,1
9220,554,3.07,6.70,3.18,75.46,71.26,1
9221,656,3.73,6.01,1.28,75.13,77.07,1
9222,473,2.63,15.83,3.27,75.18,74.67,1
9223,1052,2.89,5.32,1.89,74.47,75.36,0
9224,451,2.58,9.88,1.81,78.40,76.53,0
9225,470,4.37,7.70,1.15,75.83,81.35,1
9226,438,2.55,2.51,1.64,78.78,73.31,1
9227,826,1.98,12.75,1.20,77.02,76.89,1
9228,696,1.86,1.31,4.54,77.20,84.99,1
9229,580,2.23,5.73,2.57,77.13,74.40,1
9230,1074,3.60,5.33,2.13,80.29,85.39,0
9231,965,3.48,10.51,1.16,77.18,80.38,1
9232,1185,2.86,8.17,1.63,82.93,78.73,0
9233,524,3.70,10.93,2.55,74.53,69.17,1
9234,1227,2.59,7.98,2.38,76.63,73.82,0
9235,541,3.75,6.30,1.85,76.71,80.89,1
9236,355,1.89,4.04,2.85,76.33,85.91,1
9237,580,4.47,9.18,2.29,76.16,70.99,1
9238,664,4.05,7.27,3.09,77.13,83.87,0
9239,723,2.99,7.83,2.64,77.91,64.54,1
9240,675,3.56,5.16,1.80,76.68,72.20,0
9241,583,2.25,4.18,1.82,77.56,88.33,0
9242,998,2.55,6.24,2.49,76.90,74.49,0
9243,539,2.58,7.81,1.22,74.36,70.82,1
9244,790,2.27,5.48,5.78,77.81,80.56,0
9245,1062,3.51,10.68,2.83,78.64,64.57,1
9246,672,2.42,1.40,2.90,79.85,76.23,0
9247,652,1.94,6.21,2.04,75.66,71.04,1
9248,622,5.54,4.21,1.43,76.62,83.94,1
9249,976,2.29,5.90,1.78,78.49,83.30,1
9250,1011,2.81,6.35,1.78,76.54,81.07,0
9251,558,5.03,13.62,1.44,77.17,70.27,1
9252,958,4.79,5.10,1.30,75.56,87.85,1
9253,872,4.56,1.98,0.75,83.19,88.46,1
9254,618,2.62,3.38,2.67,75.61,86.04,0
9255,448,1.99,4.28,1.57,74.42,73.52,1
9256,803,4.45,3.14,1.79,82.47,72.09,0
9257,613,4.70,8.45,1.10,82.69,82.41,1
9258,451,2.76,8.19,2.78,76.03,75.69,0
9259,670,1.65,4.09,3.09,74.25,89.27,1
9260,515,3.40,9.21,2.93,73.82,66.86,1
9261,1383,2.27,8.70,2.21,77.57,87.58,0
9262,222,2.80,3.89,1.59,77.84,67.62,1
9263,905,3.98,5.12,0.82,78.41,79.10,1
9264,633,2.37,4.65,1.05,76.82,81.13,0
9265,442,3.05,4.18,2.79,75.12,72.63,1
9266,426,4.34,5.63,4.16,79.63,86.74,1
9267,844,3.13,6.37,1.75,83.91,76.26,1
9268,1232,3.30,3.34,5.84,76.28,76.55,0
9269,1158,2.59,5.21,2.03,76.59,79.12,1
9270,675,4.38,4.34,2.72,81.81,90.05,0
9271,763,1.83,4.08,1.05,76.02,83.27,1
9272,604,2.60,6.60,3.01,77.93,90.33,0
9273,539,2.28,10.87,2.45,81.48,78.08,0
9274,516,4.37,1.43,1.46,84.07,72.22,1
9275,420,4.75,13.10,3.10,76.20,73.02,1
9276,462,4.17,1.38,2.90,73.74,80.77,1
9277,1101,2.71,5.86,1.69,76.49,84.80,0
9278,787,2.50,6.36,2.73,77.81,75.55,1
9279,542,2.24,5.89,2.21,76.05,79.24,1
9280,616,2.80,7.74,2.24,74.90,77.02,1
9281,675,4.13,7.65,2.94,77.77,77.49,0
9282,647,2.25,11.61,2.69,82.94,79.53,0
9283,861,1.74,4.31,1.87,77.07,75.31,1
9284,987,2.70,5.73,2.96,77.74,90.21,0
9285,757,2.96,4.73,6.35,77.72,76.53,1
9286,1491,4.37,5.19,1.03,77.50,72.21,0
9287,868,3.08,5.27,1.82,77.54,69.25,0
9288,987,4.49,4.16,1.13,76.63,82.25,1
9289,1489,5.02,5.69,1.74,77.58,86.37,0
9290,543,5.24,8.42,2.61,75.92,75.89,1
9291,806,3.30,4.52,5.29,86.40,81.56,0
9292,487,3.78,8.63,2.89,76.38,87.40,1
9293,1178,4.25,3.44,2.37,77.29,84.90,0
9294,759,2.76,7.98,2.07,74.45,80.34,0
9295,640,2.45,4.89,3.15,76.75,88.60,1
9296,514,3.54,5.79,1.72,75.16,88.75,1
9297,359,4.50,5.53,2.54,78.45,82.12,1
9298,1582,5.97,7.46,1.96,75.26,71.13,0
9299,485,2.75,0.46,2.41,76.27,89.44,0
9300,464,3.93,2.56,5.94,76.52,76.27,0
9301,1152,2.25,7.32,5.74,77.64,71.52,1
9302,472,2.71,4.82,1.13,76.58,70.56,1
9303,649,3.49,9.91,2.83,78.14,67.50,1
9304,870,2.79,7.30,0.91,75.87,83.88,1
9305,484,2.64,4.59,2.43,82.48,81.31,1
9306,824,4.53,8.67,5.73,73.98,75.40,1
9307,1126,4.09,2.58,2.23,77.49,85.12,0
9308,587,3.59,16.83,2.42,76.30,82.20,1
9309,754,4.81,5.73,3.32,82.51,89.77,1
9310,602,5.68,4.76,0.75,76.03,83.15,1
9311,1012,4.12,4.78,1.79,82.38,80.84,0
9312,1185,2.29,6.87,1.91,78.15,84.21,0
9313,1014,2.81,3.97,1.88,75.00,83.53,0
9314,939,4.68,4.77,1.64,75.73,79.56,1
9315,667,5.71,8.03,0.91,74.34,73.57,1
9316,1003,3.48,6.14,1.50,76.14,82.97,0
9317,1391,3.12,8.85,2.22,77.28,80.45,0
9318,492,5.14,4.55,3.15,85.15,80.76,1
9319,556,2.22,5.93,1.99,72.15,70.37,1
9320,640,5.56,8.33,1.37,75.17,76.16,1
9321,1143,4.42,7.66,1.12,76.69,81.08,0
9322,1143,3.03,3.85,1.84,77.56,77.12,0
9323,786,2.72,7.63,2.94,77.23,69.41,0
9324,676,2.04,6.55,2.04,76.02,77.20,0
9325,866,4.44,5.40,2.67,81.98,75.39,1
9326,843,3.47,5.31,3.88,77.12,71.77,0
9327,705,3.40,7.72,2.37,76.88,67.25,1
9328,619,4.44,2.45,2.09,76.60,84.03,1
9329,1015,2.28,4.82,2.24,75.60,88.95,1
9330,848,4.94,13.08,2.83,76.97,73.55,1
9331,823,5.82,5.73,2.77,78.04,75.67,1
9332,988,2.88,4.33,2.56,77.84,79.97,0
9333,698,2.77,8.17,1.59,76.66,73.18,1
9334,652,1.02,13.70,1.97,75.88,74.78,1
9335,539,2.60,8.56,1.92,76.79,75.09,1
9336,601,3.50,5.90,1.92,75.76,78.68,1
9337,610,2.55,2.56,1.12,77.97,69.01,1
9338,799,4.16,5.80,1.11,74.96,70.94,1
9339,927,3.62,5.93,1.26,82.89,84.74,1
9340,735,2.71,6.57,3.13,87.73,72.07,0
9341,830,4.19,12.58,1.73,83.86,75.61,0
9342,809,3.76,6.79,1.91,74.12,78.13,1
9343,490,2.44,11.31,2.11,82.56,74.60,1
9344,751,3.52,6.49,2.31,77.56,83.16,1
9345,758,2.77,5.14,2.76,73.58,74.78,1
9346,857,1.87,3.12,1.27,81.92,84.44,1
9347,1052,1.80,4.25,2.76,75.26,84.87,0
9348,695,2.34,4.10,2.21,76.68,70.95,1
9349,743,2.11,3.68,2.13,76.80,85.06,1
9350,399,3.97,5.38,0.50,84.14,81.44,1
9351,740,5.23,5.52,0.94,75.63,77.75,1
9352,661,2.55,10.53,2.46,76.46,76.16,1
9353,653,3.77,5.49,1.28,86.92,88.62,0
9354,619,2.34,10.50,1.00,75.70,70.43,1
9355,436,3.64,14.54,4.43,77.76,65.19,1
9356,1383,2.68,3.61,1.77,76.72,69.12,0
9357,793,2.41,5.72,2.47,76.60,77.43,0
9358,547,1.99,5.16,3.16,86.21,86.72,1
9359,672,3.97,6.24,2.99,75.77,78.27,0
9360,576,3.81,6.29,3.40,77.68,81.55,1
9361,643,2.81,4.02,2.10,73.87,75.78,0
9362,1019,4.51,5.86,1.83,77.40,75.74,1
9363,853,1.94,15.15,2.82,76.22,77.07,0
9364,648,3.54,7.60,2.50,74.29,68.74,1
9365,756,3.52,6.68,1.28,78.15,72.39,0
9366,896,4.98,5.22,1.69,75.42,74.66,1
9367,745,4.10,4.95,2.86,77.55,89.76,1
9368,630,1.74,2.31,1.61,83.57,69.44,1
9369,525,4.15,6.07,1.62,77.04,72.25,0
9370,651,5.88,9.91,4.65,77.10,67.78,1
9371,670,3.58,7.94,1.75,76.85,75.66,0
9372,719,4.16,3.67,2.71,75.77,75.86,0
9373,1187,2.21,15.13,2.36,76.84,74.62,0
9374,702,4.53,7.59,2.11,77.03,75.92,1
9375,493,2.49,5.65,2.84,75.59,80.67,1
9376,871,2.47,5.88,2.37,77.09,80.34,1
9377,956,2.71,6.44,2.23,73.64,75.07,1
9378,892,4.29,4.78,1.22,74.63,77.56,0
9379,504,2.27,4.70,2.74,75.30,81.77,1
9380,1383,1.42,9.57,1.63,75.65,84.45,0
9381,1021,3.60,5.91,2.80,76.80,74.73,0
9382,711,2.68,8.02,1.36,86.36,83.76,1
9383,798,1.99,2.98,1.36,77.30,76.03,0
9384,1384,2.16,0.75,3.42,74.10,80.50,0
9385,675,3.43,9.25,2.38,76.44,75.79,1
9386,850,3.66,4.45,5.15,76.65,91.81,1
9387,975,4.04,6.44,0.73,77.17,84.62,1
9388,627,2.03,8.73,0.91,80.04,81.67,0
9389,545,4.61,10.95,0.92,75.21,70.87,1
9390,729,4.49,6.37,1.54,76.03,76.84,0
9391,1156,3.00,6.65,2.00,76.46,80.63,0
9392,639,3.63,6.89,2.16,82.79,79.93,1
9393,864,4.17,6.19,2.56,74.79,82.94,1
9394,580,3.75,7.36,1.86,77.45,81.04,0
9395,1678,4.23,8.25,2.05,86.09,86.46,0
9396,643,3.59,5.44,2.88,76.84,92.53,1
9397,1097,4.15,4.63,2.97,77.03,78.85,0
9398,739,4.53,6.71,1.15,74.96,65.55,1
9399,1456,1.94,3.76,1.47,74.06,89.70,1
9400,993,3.41,5.82,1.78,75.52,68.42,1
9401,858,5.52,5.06,1.27,78.29,75.09,1
9402,846,3.00,6.93,3.14,78.10,68.77,1
9403,742,2.02,6.49,1.64,77.31,78.23,0
9404,1037,4.31,1.07,2.30,76.43,70.75,0
9405,555,3.68,1.79,1.47,81.92,84.38,1
9406,670,2.69,5.78,5.94,75.22,73.37,1
9407,910,3.15,7.10,1.62,78.05,71.52,1
9408,909,3.80,4.63,2.24,85.03,65.77,0
9409,650,4.74,9.63,1.77,80.68,77.69,1
9410,919,2.43,8.31,1.03,76.25,90.14,0
9411,811,2.97,7.68,2.74,75.48,78.34,1
9412,902,2.13,15.05,1.28,84.77,77.54,0
9413,516,2.19,6.05,3.04,76.76,76.52,1
9414,1047,5.08,5.84,2.54,75.81,75.68,1
9415,575,3.82,12.59,1.62,87.16,78.73,0
9416,532,4.08,5.01,1.00,75.24,75.04,1
9417,747,5.34,5.50,3.38,87.53,76.72,1
9418,929,2.41,5.61,1.74,78.12,73.72,0
9419,721,2.07,2.03,1.17,76.76,82.77,0
9420,1104,2.46,9.30,1.92,79.77,81.58,1
9421,564,3.98,4.35,2.64,78.60,84.34,1
9422,1136,3.54,9.26,2.82,77.38,76.30,1
9423,890,2.93,9.08,1.52,77.57,84.53,1
9424,812,2.90,4.27,2.61,76.59,66.75,1
9425,957,3.13,10.87,2.57,82.01,78.15,0
9426,645,3.93,4.41,1.43,77.22,73.43,0
9427,399,4.69,2.64,1.18,77.53,78.37,0
9428,577,4.60,4.86,4.80,75.98,69.56,1
9429,415,4.43,8.90,3.83,77.42,68.72,1
9430,1216,2.01,5.96,0.88,77.26,76.88,1
9431,846,2.45,4.46,2.82,76.23,73.41,0
9432,867,3.59,8.51,3.05,75.59,76.53,1
9433,532,4.16,0.95,1.48,77.19,76.04,0
9434,769,3.52,5.78,4.08,76.78,77.62,0
9435,504,4.28,9.72,2.77,76.44,88.30,1
9436,621,3.34,6.46,1.52,77.71,81.89,1
9437,1349,5.38,5.31,1.91,75.56,88.60,0
9438,933,4.48,7.83,1.98,75.44,78.22,1
9439,755,4.77,5.06,3.41,76.58,79.79,1
9440,856,1.84,5.73,1.83,77.91,91.14,1
9441,652,4.05,5.70,2.02,75.78,69.49,1
9442,533,2.50,11.87,1.96,74.87,79.22,1
9443,791,3.71,1.24,1.68,77.11,81.69,0
9444,642,5.20,5.86,1.05,86.90,69.26,0
9445,652,3.25,4.78,1.04,77.38,81.76,1
9446,559,5.03,4.13,1.94,77.92,71.34,1
9447,846,3.53,9.07,1.67,77.25,78.87,1
9448,1090,4.51,6.69,2.83,77.90,80.62,0
9449,720,3.73,3.93,1.53,74.64,83.96,1
9450,442,2.99,4.49,1.07,74.51,65.78,1
9451,1098,5.20,4.68,2.07,73.64,69.15,1
9452,793,2.46,7.60,1.87,74.28,78.20,1
9453,576,2.14,6.28,5.30,76.35,74.32,1
9454,838,3.42,6.72,2.59,76.74,70.72,1
9455,560,2.42,2.36,1.82,80.79,83.28,1
9456,631,2.70,7.52,2.47,79.99,72.15,1
9457,710,3.63,7.30,2.33,77.79,76.39,1
9458,550,1.86,4.52,1.59,81.59,78.86,0
9459,1431,3.47,8.38,1.58,84.58,85.16,0
9460,979,4.64,4.01,2.74,78.09,83.30,0
9461,589,4.22,10.72,1.36,73.24,65.35,1
9462,581,2.77,5.75,2.97,76.64,86.73,1
9463,795,3.31,2.62,1.77,84.46,72.94,0
9464,461,2.65,7.53,2.29,82.31,65.75,1
9465,425,2.15,6.24,1.93,77.89,84.99,1
9466,750,2.80,7.71,1.53,76.46,83.43,1
9467,406,1.96,6.67,1.84,76.62,73.10,1
9468,437,2.69,11.04,1.33,76.75,77.07,1
9469,901,4.94,13.69,5.06,85.38,74.99,1
9470,1063,3.20,6.57,1.34,77.81,77.06,1
9471,928,2.10,7.34,3.72,81.94,91.21,0
9472,453,4.16,5.01,2.80,77.47,64.64,1
9473,809,3.52,12.60,3.22,82.93,90.52,0
9474,576,3.06,4.79,4.28,75.38,88.10,0
9475,1459,3.81,6.44,1.61,78.74,84.59,1
9476,1157,2.41,6.08,4.76,76.26,78.18,0
9477,1172,3.07,5.13,1.48,76.61,83.82,0
9478,1245,1.89,5.85,6.00,77.85,92.58,0
9479,1136,3.24,5.67,1.52,75.66,80.62,1
9480,1505,5.05,6.95,1.36,76.59,74.27,1
9481,782,4.21,5.95,3.64,74.80,75.63,0
9482,570,2.01,4.64,2.32,75.83,83.30,0
9483,557,3.97,7.75,2.34,76.58,73.58,0
9484,609,2.64,10.03,6.97,74.62,76.64,1
9485,506,2.19,6.60,1.29,76.10,77.79,1
9486,895,4.05,3.55,1.94,77.47,70.28,1
9487,566,2.75,3.63,2.61,78.36,75.32,1
9488,610,2.81,5.74,2.71,73.94,85.50,1
9489,746,2.54,4.18,3.60,75.17,83.36,1
9490,504,3.51,6.36,2.11,86.92,76.22,1
9491,935,3.00,2.88,1.25,75.14,79.02,0
9492,760,4.89,10.03,1.97,76.58,75.72,1
9493,915,3.64,4.91,2.97,77.01,80.35,1
9494,434,4.78,1.80,1.51,75.52,71.28,1
9495,1308,4.90,5.95,2.06,75.45,71.47,1
9496,435,3.48,3.65,1.41,78.67,78.14,1
9497,1038,2.50,5.01,2.67,85.82,83.44,1
9498,846,2.89,6.15,3.10,76.16,88.67,1
9499,1071,1.86,6.39,2.98,73.92,86.32,1
9500,1119,2.57,10.33,2.48,74.10,68.69,1
9501,1003,2.53,8.87,0.88,75.92,78.18,1
9502,392,4.93,4.55,1.53,79.89,69.74,1
9503,453,2.24,5.85,2.76,77.17,86.16,1
9504,484,3.06,6.56,1.60,75.03,74.78,1
9505,1365,4.31,8.69,1.34,80.06,82.20,1
9506,792,2.40,8.38,1.09,77.32,87.16,1
9507,1478,2.51,2.40,2.71,76.63,74.59,1
9508,690,4.30,8.54,2.68,76.91,80.35,1
9509,925,5.15,8.34,6.17,74.41,76.43,1
9510,674,2.66,6.24,2.19,76.87,89.68,0
9511,519,4.04,3.86,1.01,85.12,75.82,1
9512,478,2.90,7.98,3.26,77.27,91.15,1
9513,722,3.48,5.35,2.41,76.18,76.90,1
9514,413,2.59,16.66,3.46,77.27,85.93,1
9515,441,1.76,8.84,3.71,77.79,85.73,1
9516,612,3.61,6.12,2.65,76.96,74.93,1
9517,574,4.12,8.35,1.99,75.81,76.62,1
9518,837,3.78,6.86,1.58,78.07,84.11,1
9519,600,3.75,5.06,2.32,77.02,72.00,0
9520,962,3.82,5.53,2.96,77.56,72.73,1
9521,1050,1.86,8.13,1.76,76.90,84.72,1
9522,412,2.36,5.29,3.37,84.57,76.52,0
9523,712,2.35,4.57,3.98,78.15,86.37,0
9524,989,2.79,7.83,3.71,76.92,75.24,0
9525,606,2.29,6.11,2.83,76.54,75.37,1
9526,1082,3.75,4.00,0.99,77.17,84.93,0
9527,555,3.58,5.93,3.16,78.97,76.75,1
9528,1138,2.89,12.93,1.90,77.25,79.42,0
9529,656,2.74,6.09,3.97,75.56,82.97,0
9530,370,1.90,16.51,3.55,82.65,76.13,1
9531,540,0.55,4.23,1.40,75.74,78.46,0
9532,696,3.38,3.82,5.33,76.23,68.36,0
9533,428,2.10,2.70,2.57,76.13,76.75,1
9534,779,3.19,6.29,1.56,83.33,77.85,1
9535,817,3.71,6.19,1.40,74.53,68.82,1
9536,841,2.18,8.05,2.47,75.16,82.92,1
9537,727,3.75,6.88,1.60,75.03,75.32,1
9538,446,2.54,7.98,2.96,76.51,76.64,1
9539,839,2.61,4.14,1.94,77.89,83.97,1
9540,1001,4.71,10.09,3.15,83.49,70.13,1
9541,919,3.34,6.24,2.85,73.63,88.07,1
9542,867,3.69,4.97,3.89,75.40,74.00,0
9543,471,3.85,4.92,2.86,76.51,75.79,1
9544,769,2.14,10.29,2.78,86.89,78.18,1
9545,943,2.01,3.88,1.53,76.14,86.51,0
9546,969,3.80,8.05,2.99,77.33,74.97,1
9547,1240,2.91,8.41,1.79,76.04,67.16,0
9548,423,2.50,2.94,3.76,75.40,78.87,1
9549,634,3.69,6.48,1.95,76.64,77.90,1
9550,914,3.95,5.42,4.34,78.44,87.89,0
9551,869,3.13,7.34,1.59,80.97,78.72,1
9552,740,3.22,11.65,2.24,76.24,75.00,1
9553,1061,4.24,8.82,4.57,85.07,69.15,1
9554,631,2.21,4.41,2.87,73.29,81.96,1
9555,701,3.79,7.71,2.74,80.47,71.19,1
9556,604,4.80,5.94,2.24,76.44,67.68,0
9557,586,2.42,17.40,3.18,77.53,74.23,0
9558,1171,2.17,4.50,1.43,74.84,70.74,0
9559,525,3.08,12.34,1.38,74.28,74.37,1
9560,410,2.98,7.52,2.96,77.68,83.96,1
9561,758,4.38,5.82,2.97,81.24,77.64,1
9562,1253,3.44,7.76,2.46,75.68,83.50,1
9563,909,4.58,13.53,3.24,74.85,80.25,1
9564,481,2.20,6.78,3.31,76.22,83.97,1
9565,972,2.74,5.47,4.02,77.67,81.05,0
9566,1017,2.27,11.77,3.44,76.68,75.63,1
9567,502,4.16,6.76,1.23,76.62,81.76,1
9568,618,5.34,8.67,1.74,75.55,76.96,1
9569,752,5.49,11.16,1.06,78.73,68.35,1
9570,901,3.09,6.69,1.52,75.83,67.52,1
9571,441,3.31,6.56,2.70,82.42,81.16,1
9572,946,3.53,6.54,4.02,74.82,75.65,0
9573,628,2.66,5.62,4.63,74.61,81.60,1
9574,896,2.73,4.94,3.18,79.49,83.06,0
9575,805,2.48,15.28,1.02,76.65,79.61,0
9576,932,4.24,6.69,2.25,76.41,74.42,0
9577,459,3.03,6.88,1.41,76.77,76.57,1
9578,577,4.40,3.83,1.04,83.09,75.48,1
9579,517,2.08,0.05,1.09,77.62,78.72,0
9580,577,2.50,4.45,2.36,76.01,68.67,1
9581,891,2.85,8.15,2.81,83.80,76.86,1
9582,698,3.47,5.28,2.03,73.45,65.58,1
9583,415,1.70,7.85,3.14,75.46,72.83,1
9584,738,2.82,5.64,1.69,77.06,78.20,1
9585,478,3.29,3.61,1.72,77.07,81.00,1
9586,706,3.27,11.14,2.85,74.51,73.08,1
9587,1232,5.10,2.49,0.86,76.60,85.25,1
9588,891,2.39,4.15,2.50,77.59,84.05,0
9589,713,2.10,5.43,1.07,81.15,74.13,0
9590,1256,2.50,3.30,2.89,75.22,85.61,0
9591,530,2.92,5.63,2.73,80.29,80.29,1
9592,750,2.65,9.32,1.49,79.45,75.07,1
9593,952,1.85,6.33,6.37,77.35,88.87,0
9594,468,1.99,5.27,1.65,77.10,83.17,0
9595,762,3.24,11.01,4.72,75.89,79.55,1
9596,1207,3.11,7.57,1.71,77.56,79.88,0
9597,672,2.47,6.81,1.74,76.55,76.11,1
9598,915,4.76,6.99,1.99,76.47,66.75,0
9599,598,1.89,5.04,2.63,80.44,87.34,1
9600,824,3.44,8.58,6.73,83.72,80.35,0
9601,773,2.31,6.75,3.05,76.07,84.44,1
9602,817,2.71,3.20,1.78,76.69,76.84,0
9603,410,3.37,5.88,4.15,76.03,74.66,1
9604,433,2.74,4.82,2.07,77.52,86.44,1
9605,778,3.77,5.71,1.30,77.40,78.67,0
9606,848,4.34,9.80,1.03,75.60,76.71,1
9607,1225,2.03,7.59,1.22,77.03,83.99,1
9608,733,5.11,14.78,0.95,73.96,78.26,0
9609,833,2.17,6.91,2.36,74.61,76.12,0
9610,690,2.36,5.02,3.25,74.48,71.95,1
9611,952,2.44,4.20,3.03,77.83,88.43,0
9612,966,5.39,6.28,3.09,77.87,74.64,1
9613,613,2.99,4.51,2.26,79.42,79.89,0
9614,1090,3.59,2.84,3.17,77.84,70.06,1
9615,973,2.68,7.49,3.42,76.13,79.79,0
9616,585,4.32,5.97,1.72,75.46,77.46,1
9617,1002,3.77,4.38,1.89,75.71,77.62,0
9618,495,4.22,1.58,1.99,77.43,78.07,0
9619,1023,3.46,6.14,0.31,77.22,72.99,0
9620,539,3.14,4.61,1.87,75.22,69.56,0
9621,602,2.31,4.33,1.44,76.05,76.61,1
9622,986,5.08,5.97,1.67,75.61,76.71,1
9623,1092,2.63,6.14,4.25,76.65,75.56,1
9624,532,3.32,5.33,2.90,74.98,90.93,1
9625,733,2.61,7.11,2.00,78.62,80.05,1
9626,820,1.06,5.30,3.00,75.80,76.15,0
9627,1331,1.97,6.45,3.57,77.56,76.29,0
9628,1507,5.11,5.32,1.07,77.10,79.97,1
9629,939,2.52,6.98,3.02,75.17,76.41,0
9630,588,2.60,4.59,3.55,73.83,78.91,1
9631,1439,4.73,3.42,2.40,75.39,77.57,0
9632,980,1.91,4.29,2.61,76.31,83.87,1
9633,766,5.46,4.23,2.75,83.31,77.63,0
9634,1111,3.04,2.25,1.26,75.30,78.92,1
9635,618,5.39,11.56,5.49,77.11,86.50,1
9636,646,3.12,6.14,1.25,77.46,80.40,0
9637,604,2.21,8.01,3.76,77.56,76.56,0
9638,781,2.73,12.02,1.84,80.33,79.60,1
9639,638,2.49,6.09,1.08,78.29,79.16,0
9640,642,4.70,6.82,4.46,82.86,84.77,1
9641,708,2.95,2.74,2.40,76.03,81.35,1
9642,607,3.23,4.14,3.40,76.33,76.62,1
9643,478,2.21,3.11,1.97,77.97,87.77,1
9644,1216,4.56,4.90,1.39,77.53,81.06,1
9645,855,4.61,3.47,2.74,77.95,78.82,0
9646,695,4.00,13.02,1.70,84.84,86.91,0
9647,550,3.64,7.10,2.62,86.44,73.35,0
9648,1750,2.84,7.85,1.78,73.76,74.35,1
9649,517,2.32,9.62,2.88,75.49,72.32,1
9650,564,2.45,6.94,2.09,77.71,71.85,0
9651,543,3.50,3.61,4.05,76.13,85.46,0
9652,614,3.22,5.77,2.67,77.66,83.51,1
9653,1031,5.02,7.22,0.89,77.67,85.57,0
9654,907,2.61,6.16,0.97,78.16,87.96,0
9655,630,3.65,4.62,1.50,75.53,87.16,1
9656,623,1.92,4.81,3.64,78.49,77.83,1
9657,740,2.89,5.79,3.25,77.52,71.85,0
9658,594,2.27,6.36,3.45,73.94,77.09,0
9659,522,4.03,1.19,3.24,74.63,73.35,1
9660,834,4.64,7.28,1.32,73.87,74.98,1
9661,753,3.22,6.94,2.37,76.24,82.30,0
9662,638,3.19,8.92,1.69,75.89,74.20,1
9663,1044,2.96,7.57,1.03,73.49,77.76,0
9664,570,3.38,8.06,2.14,87.07,78.41,1
9665,913,2.01,4.63,2.14,86.04,79.85,1
9666,903,4.25,16.15,6.07,77.02,71.46,0
9667,589,2.22,11.67,1.94,78.15,79.35,1
9668,1597,2.43,10.11,2.90,74.91,83.37,1
9669,889,2.88,5.74,1.08,78.01,79.53,0
9670,673,2.14,18.83,1.74,74.47,87.09,1
9671,977,4.27,2.96,1.60,77.50,78.77,0
9672,881,5.26,7.09,2.78,84.81,85.47,0
9673,688,2.48,4.05,2.50,82.92,69.95,1
9674,648,2.90,6.32,5.37,75.81,88.10,0
9675,798,1.98,8.26,1.20,76.77,76.08,0
9676,844,2.12,4.12,3.39,76.47,79.48,1
9677,827,3.58,6.94,1.45,74.69,79.76,1
9678,880,2.81,5.53,1.92,76.54,93.36,1
9679,612,3.57,11.02,2.55,76.98,77.01,0
9680,427,2.64,5.35,6.91,74.61,70.46,1
9681,1051,2.59,7.67,4.49,75.18,69.51,1
9682,610,1.74,6.24,2.66,78.73,87.58,1
9683,577,4.14,7.21,1.81,81.74,88.34,0
9684,690,4.32,6.28,2.32,75.94,75.48,0
9685,901,3.71,16.15,1.68,86.04,83.15,0
9686,624,3.64,12.31,2.36,81.58,83.23,1
9687,497,3.97,6.85,2.70,80.81,76.98,1
9688,623,3.57,7.72,4.36,82.23,80.00,1
9689,983,4.53,5.30,2.18,76.82,86.96,0
9690,686,2.57,7.14,1.58,74.93,72.19,0
9691,647,3.57,5.67,1.55,73.60,80.52,1
9692,872,3.40,13.00,3.60,78.16,77.11,1
9693,1221,4.37,8.81,3.40,78.08,84.14,0
